$state_name=Hawaii
$city_name=Oahu
$lat_deg=21
$lat_min=28
$long_deg=-157
$long_min=59
$timezone_offset=-8
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global
08:17:7:52:12,73.9,0.82,4.6,25.20207552,6.325923205,49.81542473
08:17:7:52:15,73.9,0.82,4.6,26.16194932,6.574373698,51.69290145
08:17:7:52:18,73.9,0.82,4.6,27.6015742,6.299501592,56.21764917
08:17:7:52:21,73.9,0.82,4.6,28.76620621,6.666329087,58.32329566
08:17:7:52:24,73.9,0.82,4.6,29.58867647,6.481164118,60.98245823
08:17:7:52:27,73.9,0.82,4.6,30.34258432,6.670853464,62.47132171
08:17:7:52:30,73.9,0.82,4.6,30.61283914,6.615557598,63.0191707
08:17:7:52:33,73.9,0.82,4.6,30.68168027,6.610299288,63.21370958
08:17:7:52:36,73.9,0.82,4.6,30.40761642,6.624457705,62.45673594
08:17:7:52:39,73.9,0.82,4.6,30.339054,6.725740556,62.01080154
08:17:7:52:42,73.9,0.82,4.6,30.61311785,6.697888237,62.80372864
08:17:7:52:45,73.9,0.82,4.6,31.09277604,6.784418091,63.83615968
08:17:7:52:48,73.9,0.82,4.6,31.4354023,6.812744215,64.66141703
08:17:7:52:51,73.9,0.82,4.6,31.70946615,6.839435247,65.31108771
08:17:7:52:54,73.9,0.82,4.6,31.98353,6.79057756,66.15901339
08:17:7:52:57,73.9,0.82,4.6,32.25759385,6.871988459,66.66496313
08:17:7:53:0,77,0.74,4.6,32.45900756,6.835236032,66.96271724
08:17:7:53:3,77,0.74,4.6,32.59492465,6.954783612,67.00545262
08:17:7:53:6,77,0.74,4.6,32.80042608,6.883657075,67.72833087
08:17:7:53:9,77,0.74,4.6,33.07439703,6.957979475,68.25016702
08:17:7:53:12,77,0.74,4.6,33.21142896,6.905935215,68.74413227
08:17:7:53:15,77,0.74,4.6,33.41693039,7.006196132,69.01912515
08:17:7:53:18,77,0.74,4.6,33.34836798,6.943049963,69.0051897
08:17:7:53:21,77,0.74,4.6,33.07439703,6.916814156,68.35774869
08:17:7:53:24,77,0.74,4.6,32.52636223,6.97390305,66.77644673
08:17:7:53:27,77,0.74,4.6,31.84138841,6.876754382,65.24010982
08:17:7:53:30,77,0.74,4.6,31.01538784,7.029821365,62.3780471
08:17:7:53:33,77,0.74,4.6,30.32994951,6.910970557,60.90441971
08:17:7:53:36,77,0.74,4.6,29.78191471,7.000724146,59.24572955
08:17:7:53:39,77,0.74,4.6,29.50785086,6.959707471,58.63972328
08:17:7:53:42,77,0.74,4.6,29.37081894,7.024906797,58.1137994
08:17:7:53:45,77,0.74,4.6,29.23387991,7.03521903,57.73066742
08:17:7:53:48,77,0.74,4.6,29.43938135,6.999172666,58.35897041
08:17:7:53:51,77,0.74,4.6,29.85038422,7.112152004,59.13406014
08:17:7:53:54,77,0.74,4.6,30.46633111,7.037578766,60.92996804
08:17:7:53:57,77,0.74,4.6,31.08283542,7.15475732,62.22847327
08:17:7:54:0,77,0.74,4.6,31.48993637,7.03369542,63.29555712
08:17:7:54:3,77,0.74,4.6,31.76437183,7.176989008,63.63502469
08:17:7:54:6,77,0.74,4.6,31.90131085,7.152564809,64.05271657
08:17:7:54:9,77,0.74,4.6,32.03834277,7.258455648,64.13317057
08:17:7:54:12,77,0.74,4.6,32.1752818,7.192828969,64.6575151
08:17:7:54:15,77,0.74,4.6,32.58619177,7.235935961,65.60939924
08:17:7:54:18,77,0.74,4.6,32.92853932,7.174545659,66.65446509
08:17:7:54:21,77,0.74,4.6,33.33944929,7.292811178,67.41171744
08:17:7:54:24,77,0.74,4.6,33.61332733,7.17490798,68.42575369
08:17:7:54:27,77,0.74,4.6,33.81873587,7.275085285,68.69823819
08:17:7:54:30,77,0.74,4.6,33.88302474,7.269604008,68.54875726
08:17:7:54:33,77,0.74,4.6,34.01884893,7.299769612,68.82087015
08:17:7:54:36,77,0.74,4.6,34.08731844,7.27369174,69.06436891
08:17:7:54:39,77,0.74,4.6,34.15578795,7.261326351,69.27256453
08:17:7:54:42,77,0.74,4.6,34.22425746,7.269529686,69.42780545
08:17:7:54:45,77,0.74,4.6,34.22425746,7.344994793,69.23335947
08:17:7:54:48,77,0.74,4.6,34.29272697,7.325754581,69.45929956
08:17:7:54:51,77,0.74,4.6,34.22425746,7.338138551,69.25110394
08:17:7:54:54,77,0.74,4.6,34.29272697,7.305176567,69.51225427
08:17:7:54:57,77,0.74,4.6,34.22425746,7.290116991,69.37475783
08:17:7:55:0,77,0.74,4.6,34.28845343,7.312032808,69.15271966
08:17:7:55:3,77,0.74,4.6,34.2904044,7.298320326,69.19285376
08:17:7:55:6,77,0.74,4.6,34.35887391,7.327101675,69.29458254
08:17:7:55:9,77,0.74,4.6,34.42734342,7.349017493,69.41387
08:17:7:55:12,77,0.74,4.6,34.35887391,7.347679689,69.24181364
08:17:7:55:15,77,0.74,4.6,34.42734342,7.349017493,69.41387
08:17:7:55:18,77,0.74,4.6,34.42734342,7.349017493,69.41387
08:17:7:55:21,77,0.74,4.6,34.49581293,7.329777281,69.63869526
08:17:7:55:24,77,0.74,4.6,34.42734342,7.328439478,69.4666389
08:17:7:55:27,77,0.74,4.6,34.49525551,7.315953315,69.67269775
08:17:7:55:30,77,0.74,4.6,34.49098197,7.2953753,69.38423394
08:17:7:55:33,77,0.74,4.6,34.55861536,7.32414736,69.48336144
08:17:7:55:36,77,0.74,4.6,34.49014585,7.336531329,69.27711678
08:17:7:55:39,77,0.74,4.6,34.55861536,7.337859842,69.44833701
08:17:7:55:42,77,0.74,4.6,34.55861536,7.337859842,69.44833701
08:17:7:55:45,77,0.74,4.6,34.49014585,7.288509769,69.39956293
08:17:7:55:48,77,0.74,4.6,34.55861536,7.337859842,69.44833701
08:17:7:55:51,77,0.74,4.6,34.62699197,7.380353675,69.51457685
08:17:7:55:54,77,0.74,4.6,34.62699197,7.318610341,69.67204743
08:17:7:55:57,77,0.74,4.6,34.62699197,7.291166795,69.74209629
08:17:7:56:0,77,0.74,4.6,34.62271843,7.291166795,69.40262873
08:17:7:56:3,77,0.74,4.6,34.6219752,7.284310553,69.41795773
08:17:7:56:6,77,0.74,4.6,34.6219752,7.201989205,69.62698948
08:17:7:56:9,77,0.74,4.6,34.69035181,7.223886442,69.74516209
08:17:7:56:12,77,0.74,4.6,34.6219752,7.27058878,69.45279635
08:17:7:56:15,77,0.74,4.6,34.6219752,7.201989205,69.62698948
08:17:7:56:18,77,0.74,4.6,34.69035181,7.251329988,69.67548484
08:17:7:56:21,77,0.74,4.6,34.69035181,7.196452186,69.81483934
08:17:7:56:24,77,0.74,4.6,34.69035181,7.237608215,69.71032347
08:17:7:56:27,77,0.74,4.6,34.69035181,7.16900864,69.88451659
08:17:7:56:30,77,0.74,4.6,34.61770167,7.160823886,69.39398875
08:17:7:56:33,77,0.74,4.6,34.6156578,7.099080552,69.54495613
08:17:7:56:36,77,0.74,4.6,34.75250392,7.177184104,69.69341512
08:17:7:56:39,77,0.74,4.6,34.75250392,7.184049636,69.67604226
08:17:7:56:42,77,0.74,4.6,34.75250392,7.156606089,69.7454408
08:17:7:56:45,77,0.74,4.6,34.75250392,7.074284741,69.95345062
08:17:7:56:48,77,0.74,4.6,34.75250392,7.122306302,69.8321193
08:17:7:56:51,77,0.74,4.6,34.75250392,7.11545006,69.84949216
08:17:7:56:54,77,0.74,4.6,34.75250392,7.149740558,69.76281366
08:17:7:56:57,77,0.74,4.6,34.7520394,7.067335597,69.96970864
08:17:7:57:0,77,0.74,4.6,34.74776587,7.067335597,69.63423591
08:17:7:57:3,77,0.74,4.6,34.74544329,6.998736021,69.8009968
08:17:7:57:6,77,0.74,4.6,34.8139128,7.0274895,69.90077462
08:17:7:57:9,77,0.74,4.6,34.74544329,7.033035809,69.71478281
08:17:7:57:12,77,0.74,4.6,34.88228941,6.994499645,70.15588626
08:17:7:57:15,77,0.74,4.6,34.8139128,6.931455669,70.14241532
08:17:7:57:18,77,0.74,4.6,34.8139128,6.993189712,69.98708151
08:17:7:57:21,77,0.74,4.6,34.8139128,6.924590137,70.15960238
08:17:7:57:24,77,0.74,4.6,34.8139128,6.910868364,70.19416229
08:17:7:57:27,77,0.74,4.6,34.88228941,6.88474404,70.43199397
08:17:7:57:30,77,0.74,4.6,34.80963926,6.965755456,69.7207286
08:17:7:57:33,77,0.74,4.6,34.87467136,6.877878509,70.10358187
08:17:7:57:36,77,0.74,4.6,34.80629476,6.835412547,70.03864267
08:17:7:57:39,77,0.74,4.6,34.80629476,6.821690774,70.07301678
08:17:7:57:42,77,0.74,4.6,34.80629476,6.842268789,70.02154852
08:17:7:57:45,77,0.74,4.6,34.80629476,6.794256518,70.141765
08:17:7:57:48,77,0.74,4.6,34.73791815,6.792937296,69.97379638
08:17:7:57:51,77,0.74,4.6,34.80629476,6.80111276,70.12457795
08:17:7:57:54,77,0.74,4.6,34.87467136,6.768122905,70.37838894
08:17:7:57:57,77,0.74,4.6,34.80629476,6.787390987,70.15895206
08:17:7:58:0,77,0.74,4.6,34.80202122,6.766812972,69.87624823
08:17:7:58:3,77,0.74,4.6,34.79802639,6.718791412,69.98578086
08:17:7:58:6,77,0.74,4.6,34.72964978,6.779224813,69.664801
08:17:7:58:9,77,0.74,4.6,34.866403,6.754401131,70.0674426
08:17:7:58:12,77,0.74,4.6,34.79802639,6.794256518,69.79774519
08:17:7:58:15,77,0.74,4.6,34.866403,6.685801556,70.23847702
08:17:7:58:18,77,0.74,4.6,34.866403,6.644645527,70.34104194
08:17:7:58:21,77,0.74,4.6,34.866403,6.672089073,70.27266533
08:17:7:58:24,77,0.74,4.6,34.866403,6.713235812,70.17000751
08:17:7:58:27,77,0.74,4.6,34.866403,6.706379571,70.18710166
08:17:7:58:30,77,0.74,4.6,34.86166494,6.672014751,69.93905065
08:17:7:58:33,77,0.74,4.6,34.86055011,6.672014751,69.93607776
08:17:7:58:36,77,0.74,4.6,34.86055011,6.706314539,69.85097861
08:17:7:58:39,77,0.74,4.6,34.86055011,6.617136949,70.07227356
08:17:7:58:42,77,0.74,4.6,34.86055011,6.658292978,69.97017316
08:17:7:58:45,77,0.74,4.6,34.92892672,6.680180925,70.08546578
08:17:7:58:48,77,0.74,4.6,34.92892672,6.680180925,70.08546578
08:17:7:58:51,77,0.74,4.6,34.86055011,6.637705673,70.02117691
08:17:7:58:54,77,0.74,4.6,34.99721042,6.660903552,70.3028588
08:17:7:58:57,77,0.74,4.6,34.86055011,6.603415176,70.10627605
08:17:7:59:0,77,0.74,4.6,34.92465318,6.728202485,69.6368372
08:17:7:59:3,77,0.74,4.6,34.92186609,6.618437591,69.90077462
08:17:7:59:6,77,0.74,4.6,34.99014979,6.674616035,69.93087519
08:17:7:59:9,77,0.74,4.6,34.99014979,6.647181779,69.99860148
08:17:7:59:12,77,0.74,4.6,34.99014979,6.654038021,69.98169313
08:17:7:59:15,77,0.74,4.6,35.0585264,6.710216465,70.0117008
08:17:7:59:18,77,0.74,4.6,35.0585264,6.669060436,70.11333668
08:17:7:59:21,77,0.74,4.6,35.12690301,6.615473985,70.41452821
08:17:7:59:24,77,0.74,4.6,35.0585264,6.696494692,70.0456104
08:17:7:59:27,77,0.74,4.6,35.12690301,6.608617744,70.43143655
08:17:7:59:30,77,0.74,4.6,35.19100608,6.7196647,69.99655761
08:17:7:59:33,77,0.74,4.6,35.18951963,6.582465549,70.33026519
08:17:7:59:36,77,0.74,4.6,35.18951963,6.712808458,70.00984274
08:17:7:59:39,77,0.74,4.6,35.25780334,6.672934491,70.27582403
08:17:7:59:42,77,0.74,4.6,35.12114302,6.732095121,69.79440068
08:17:7:59:45,77,0.74,4.6,35.25780334,6.679800022,70.25891568
08:17:7:59:48,77,0.74,4.6,35.32617994,6.777115915,70.18775199
08:17:7:59:51,77,0.74,4.6,35.32617994,6.681082084,70.42381851
08:17:7:59:54,77,0.74,4.6,35.39455655,6.737232657,70.45373327
08:17:7:59:57,77,0.74,4.6,35.39455655,6.668642372,70.62244512
08:17:8:0:0,77,0.74,4.6,35.45856672,6.855135854,70.00306082
08:17:8:0:3,77,0.74,4.6,35.52517817,6.79460026,70.31400716
08:17:8:0:6,77,0.74,4.6,35.52517817,6.808322033,70.28037628
08:17:8:0:9,77,0.74,4.6,35.59346188,6.761573243,70.56205817
08:17:8:0:12,77,0.74,4.6,35.52517817,6.84262182,70.19648487
08:17:8:0:15,77,0.74,4.6,35.66174558,6.817723816,70.59178713
08:17:8:0:18,77,0.74,4.6,35.73012219,6.866999567,70.63842444
08:17:8:0:21,77,0.74,4.6,35.66174558,6.831436299,70.55824915
08:17:8:0:24,77,0.74,4.6,35.66174558,6.858879845,70.49108028
08:17:8:0:27,77,0.74,4.6,35.66174558,6.817723816,70.59178713
08:17:8:0:30,77,0.74,4.6,35.6592372,6.852014314,70.1852436
08:17:8:0:33,77,0.74,4.6,35.58881673,6.878185089,69.95001321
08:17:8:0:36,77,0.74,4.6,35.45215641,6.903092383,69.5563832
08:17:8:0:39,77,0.74,4.6,35.45215641,6.868792595,69.6399959
08:17:8:0:42,77,0.74,4.6,35.45215641,7.005982455,69.3057309
08:17:8:0:45,77,0.74,4.6,35.52053302,6.904355864,69.71979957
08:17:8:0:48,77,0.74,4.6,35.52053302,6.979820971,69.53594454
08:17:8:0:51,77,0.74,4.6,35.72547704,6.935599143,70.14297274
08:17:8:0:54,77,0.74,4.6,35.65710043,7.009791478,69.79579423
08:17:8:0:57,77,0.74,4.6,35.58881673,6.960506437,69.74943563
08:17:8:1:0,77,0.74,4.6,35.37969207,7.093887274,68.60719325
08:17:8:1:3,77,0.74,4.6,35.03613678,6.991415265,68.02246176
08:17:8:1:6,77,0.74,4.6,34.83119276,7.124693909,67.20212827
08:17:8:1:9,77,0.74,4.6,34.69462535,7.183808088,66.72739394
08:17:8:1:12,77,0.74,4.6,34.69462535,7.128939576,66.86052394
08:17:8:1:15,77,0.74,4.6,34.96785307,7.044992425,67.72684442
08:17:8:1:18,77,0.74,4.6,35.3093645,7.188648334,68.20678132
08:17:8:1:21,77,0.74,4.6,35.65087593,7.188146658,69.0363122
08:17:8:1:24,77,0.74,4.6,35.85581995,7.178206037,69.55740513
08:17:8:1:27,77,0.74,4.6,35.92410365,7.090273347,69.93635647
08:17:8:1:30,77,0.74,4.6,35.57841159,7.296638781,68.29271659
08:17:8:1:33,77,0.74,4.6,35.3713308,7.169287349,68.10031448
08:17:8:1:36,77,0.74,4.6,35.23476339,7.27647883,67.51168107
08:17:8:1:39,77,0.74,4.6,35.57627482,7.330882827,68.20483035
08:17:8:1:42,77,0.74,4.6,35.91769335,7.378328389,68.91479508
08:17:8:1:45,77,0.74,4.6,36.12254446,7.361485075,69.45019507
08:17:8:1:48,77,0.74,4.6,36.05426076,7.449417765,69.07291599
08:17:8:1:51,77,0.74,4.6,36.19082817,7.403886004,69.51271879
08:17:8:1:54,77,0.74,4.6,36.19082817,7.451898275,69.39677584
08:17:8:1:57,77,0.74,4.6,36.32739558,7.474947509,69.6709326
08:17:8:2:0,77,0.74,4.6,36.52797315,7.506060724,69.77043171
08:17:8:2:3,77,0.74,4.6,36.52862347,7.554072994,69.65643973
08:17:8:2:6,77,0.74,4.6,36.32377236,7.57098134,69.12336231
08:17:8:2:9,77,0.74,4.6,36.05063754,7.449427055,68.75899675
08:17:8:2:12,77,0.74,4.6,35.5726516,7.687583896,67.03731835
08:17:8:2:15,77,0.74,4.6,35.29951678,7.559015434,66.68976823
08:17:8:2:18,77,0.74,4.6,35.16294937,7.666197625,66.10382901
08:17:8:2:21,77,0.74,4.6,35.36780049,7.663187568,66.60355425
08:17:8:2:24,77,0.74,4.6,35.84578642,7.78867165,67.45101541
08:17:8:2:27,77,0.74,4.6,36.39205606,7.757419081,68.83935784
08:17:8:2:30,77,0.74,4.6,36.79739185,7.833311541,69.32533344
08:17:8:2:33,77,0.74,4.6,36.935167,7.677949854,70.0270298
08:17:8:2:36,77,0.74,4.6,36.59384138,7.884566126,68.71542524
08:17:8:2:39,77,0.74,4.6,36.25242285,7.734388427,68.25787797
08:17:8:2:42,77,0.74,4.6,36.25242285,7.940177862,67.76530626
08:17:8:2:45,77,0.74,4.6,36.66212508,8.009251243,68.58043718
08:17:8:2:48,77,0.74,4.6,37.07173441,8.023326047,69.52721166
08:17:8:2:51,77,0.74,4.6,37.14001812,7.921625133,69.93403389
08:17:8:2:54,77,0.74,4.6,37.00345071,8.090736464,69.20242277
08:17:8:2:57,77,0.74,4.6,36.38899026,7.963217806,68.03695463
08:17:8:3:0,77,0.74,4.6,35.56549807,8.11289383,65.42052744
08:17:8:3:3,77,0.74,4.6,35.1576539,8.036620467,64.63029453
08:17:8:3:6,77,0.74,4.6,35.2256589,8.120168134,64.59322623
08:17:8:3:9,77,0.74,4.6,35.84011934,8.124738962,66.04660076
08:17:8:3:12,77,0.74,4.6,36.59105429,8.179468119,67.70575544
08:17:8:3:15,77,0.74,4.6,36.93237991,8.158072558,68.57012495
08:17:8:3:18,77,0.74,4.6,37.06894732,8.187903712,68.82449336
08:17:8:3:21,77,0.74,4.6,37.00066362,8.145558524,68.76271287
08:17:8:3:24,77,0.74,4.6,37.00066362,8.227870582,68.56650173
08:17:8:3:27,77,0.74,4.6,37.34198924,8.309272191,69.18597894
08:17:8:3:30,77,0.74,4.6,37.67894842,8.349434158,69.58917796
08:17:8:3:33,77,0.74,4.6,38.01804437,8.368943788,70.34735934
08:17:8:3:36,77,0.74,4.6,38.08623517,8.493573162,70.21357902
08:17:8:3:39,77,0.74,4.6,38.01804437,8.341509532,70.41248434
08:17:8:3:42,77,0.74,4.6,37.74500245,8.480938354,69.43393704
08:17:8:3:45,77,0.74,4.6,37.19901152,8.389224513,68.35598353
08:17:8:3:48,77,0.74,4.6,36.72121139,8.545459488,66.85169816
08:17:8:3:51,77,0.74,4.6,36.51645318,8.486939888,66.50470545
08:17:8:3:54,77,0.74,4.6,36.44816948,8.622922009,66.02012341
08:17:8:3:57,77,0.74,4.6,36.72121139,8.566046793,66.80283118
08:17:8:4:0,77,0.74,4.6,37.05817057,8.558335844,67.32810474
08:17:8:4:3,77,0.74,4.6,37.40219038,8.646575113,67.93234585
08:17:8:4:6,77,0.74,4.6,37.94818131,8.54614697,69.45939247
08:17:8:4:9,77,0.74,4.6,38.42588854,8.657054571,70.32599165
08:17:8:4:12,77,0.74,4.6,38.63064675,8.674167304,70.76923186
08:17:8:4:15,77,0.74,4.6,38.56236305,8.631887149,70.70791588
08:17:8:4:18,77,0.74,4.6,38.28941403,8.833133627,69.58759861
08:17:8:4:21,77,0.74,4.6,37.94818131,8.662768106,69.18393507
08:17:8:4:24,77,0.74,4.6,37.7434231,8.865073679,68.22229612
08:17:8:4:27,77,0.74,4.6,37.6752323,8.761022319,68.30693075
08:17:8:4:30,77,0.74,4.6,37.67086586,8.843334377,67.80906357
08:17:8:4:33,77,0.74,4.6,38.15173179,8.837704455,68.95334982
08:17:8:4:36,77,0.74,4.6,38.4246808,8.897143794,69.45567635
08:17:8:4:39,77,0.74,4.6,38.6291603,8.852466742,70.04170847
08:17:8:4:42,77,0.74,4.6,38.28792758,8.977133277,68.94582468
08:17:8:4:45,77,0.74,4.6,37.81022036,8.811310713,68.21216969
08:17:8:4:48,77,0.74,4.6,37.46898764,9.018122081,66.92304766
08:17:8:4:51,77,0.74,4.6,37.33251313,8.954028301,66.75275646
08:17:8:4:54,77,0.74,4.6,37.26422943,9.021438718,66.43363466
08:17:8:4:57,77,0.74,4.6,37.26422943,9.000860704,66.48203712
08:17:8:5:0,77,0.74,4.6,37.12348138,9.067081962,65.71261448
08:17:8:5:3,77,0.74,4.6,37.11920784,9.019060401,65.81508648
08:17:8:5:6,77,0.74,4.6,37.18749155,9.109427149,65.76324661
08:17:8:5:9,77,0.74,4.6,37.05101704,9.038449257,65.60986376
08:17:8:5:12,77,0.74,4.6,37.05101704,9.107048833,65.44923447
08:17:8:5:15,77,0.74,4.6,37.05101704,9.065892804,65.54557488
08:17:8:5:18,77,0.74,4.6,36.64159352,9.250741903,64.15370214
08:17:8:5:21,77,0.74,4.6,36.23217,9.071912918,63.613657
08:17:8:5:24,77,0.74,4.6,36.1638863,9.166720429,63.23182567
08:17:8:5:27,77,0.74,4.6,36.1638863,9.132420642,63.31218676
08:17:8:5:30,77,0.74,4.6,36.09160776,9.288952907,62.50866871
08:17:8:5:33,77,0.74,4.6,36.02685437,9.184817934,62.60064268
08:17:8:5:36,77,0.74,4.6,36.16332888,9.194154685,62.89709616
08:17:8:5:39,77,0.74,4.6,36.5727524,9.242668632,63.73879734
08:17:8:5:42,77,0.74,4.6,36.36799419,9.307579958,63.10993693
08:17:8:5:45,77,0.74,4.6,35.07153282,9.036739842,60.71787049
08:17:8:5:48,77,0.74,4.6,33.22889472,9.363972079,55.65744408
08:17:8:5:51,77,0.74,4.6,32.06853625,9.181631361,53.37658252
08:17:8:5:54,77,0.74,4.6,31.72730353,9.235905294,52.45405573
08:17:8:5:57,77,0.74,4.6,32.06853625,9.298289658,53.10456254
08:17:8:6:0,77,0.74,4.6,32.33786205,9.365923042,53.3479684
08:17:8:6:3,77,0.74,4.6,32.40614575,9.339910202,53.56675496
08:17:8:6:6,77,0.74,4.6,32.47442946,9.348178569,53.70592366
08:17:8:6:9,77,0.74,4.6,32.33767624,9.338423754,53.41132825
08:17:8:6:12,77,0.74,4.6,32.33767624,9.41386099,53.23611319
08:17:8:6:15,77,0.74,4.6,32.74719266,9.38134494,54.26241263
08:17:8:6:18,77,0.74,4.6,33.22489989,9.4668157,55.17351235
08:17:8:6:21,77,0.74,4.6,33.56613261,9.425752574,56.06120051
08:17:8:6:24,77,0.74,4.6,33.70260712,9.476477612,56.26019874
08:17:8:6:27,77,0.74,4.6,33.3613744,9.373541088,55.70696138
08:17:8:6:30,77,0.74,4.6,32.74347654,9.546061959,53.64432897
08:17:8:6:33,77,0.74,4.6,32.5406693,9.473133104,53.34388067
08:17:8:6:36,77,0.74,4.6,32.6088601,9.597994736,53.21288744
08:17:8:6:39,77,0.74,4.6,33.35951634,9.695914498,54.72218958
08:17:8:6:42,77,0.74,4.6,34.38302869,9.558603864,57.40671466
08:17:8:6:45,77,0.74,4.6,35.40654104,9.722206047,59.39511757
08:17:8:6:48,77,0.74,4.6,36.15701147,9.688017743,61.20979187
08:17:8:6:51,77,0.74,4.6,36.63453289,9.785751699,62.08809683
08:17:8:6:54,77,0.74,4.6,37.24852882,9.734747952,63.62573439
08:17:8:6:57,77,0.74,4.6,37.65785944,9.789839431,64.44495304
08:17:8:7:0,77,0.74,4.6,37.7217767,9.845952843,64.19188527
08:17:8:7:3,77,0.74,4.6,37.31402544,9.612487604,63.7903585
08:17:8:7:6,77,0.74,4.6,35.94974488,9.979268648,59.80407658
08:17:8:7:9,77,0.74,4.6,34.51699481,9.753328552,57.02506914
08:17:8:7:12,77,0.74,4.6,33.63004987,9.900394001,54.64387235
08:17:8:7:15,77,0.74,4.6,31.85588128,9.492642734,51.49743354
08:17:8:7:18,77,0.74,4.6,29.53544305,9.87094375,45.28296607
08:17:8:7:21,77,0.74,4.6,26.94149839,9.384224933,40.43045657
08:17:8:7:24,77,0.74,4.6,25.23459157,9.635806257,35.92057334
08:17:8:7:27,77,0.74,4.6,24.89326595,9.604590849,35.20614927
08:17:8:7:30,77,0.74,4.6,24.68562774,9.6804926,34.40922733
08:17:8:7:33,77,0.74,4.6,25.36837189,9.941828739,35.37551144
08:17:8:7:36,77,0.74,4.6,27.34804192,9.65633782,40.57008978
08:17:8:7:39,77,0.74,4.6,30.21465688,10.16869787,45.96859021
08:17:8:7:42,77,0.74,4.6,32.53425899,9.788538789,52.15964613
08:17:8:7:45,77,0.74,4.6,33.96700905,9.934582305,55.1101525
08:17:8:7:48,77,0.74,4.6,34.23986517,9.98800153,55.61340805
08:17:8:7:51,77,0.74,4.6,34.03519986,9.860445711,55.43652074
08:17:8:7:54,77,0.74,4.6,33.69406004,9.949725494,54.44970508
08:17:8:7:57,77,0.74,4.6,32.807208,9.801173597,52.756455
08:17:8:8:0,77,0.74,4.6,31.71197454,9.983449283,49.62004972
08:17:8:8:3,77,0.74,4.6,31.09816441,9.866763115,48.48486796
08:17:8:8:6,77,0.74,4.6,31.64406244,9.844745104,49.78170094
08:17:8:8:9,77,0.74,4.6,33.0085288,10.16210175,52.17283835
08:17:8:8:12,77,0.74,4.6,34.16814405,9.966076422,55.26883083
08:17:8:8:15,77,0.74,4.6,34.85023788,10.04792397,56.63961459
08:17:8:8:18,77,0.74,4.6,34.98671238,10.08480646,56.86694823
08:17:8:8:21,77,0.74,4.6,34.98671238,10.02311886,57.00788208
08:17:8:8:24,77,0.74,4.6,34.50928387,10.12363991,55.68782336
08:17:8:8:27,77,0.74,4.6,33.34957572,9.853570889,53.65631346
08:17:8:8:30,77,0.74,4.6,31.50405762,10.10923995,48.65692432
08:17:8:8:33,77,0.74,4.6,30.13986997,9.940528097,45.93793222
08:17:8:8:36,77,0.74,4.6,30.13986997,10.01605824,45.76634038
08:17:8:8:39,77,0.74,4.6,31.84547615,10.35682644,48.8700438
08:17:8:8:42,77,0.74,4.6,34.36927904,9.997570539,55.42713754
08:17:8:8:45,77,0.74,4.6,36.48347262,10.30452205,59.53707336
08:17:8:8:48,77,0.74,4.6,37.71099995,10.2162642,62.52947899
08:17:8:8:51,77,0.74,4.6,37.98376316,10.15225403,63.29527842
08:17:8:8:54,77,0.74,4.6,37.57461835,10.2070668,62.24027195
08:17:8:8:57,77,0.74,4.6,37.09728274,10.23995447,61.07982057
08:17:8:9:0,77,0.74,4.6,37.22948371,10.22174548,61.16956487
08:17:8:9:3,77,0.74,4.6,37.22883338,10.26977633,61.05928901
08:17:8:9:6,77,0.74,4.6,37.02426098,10.24562155,60.65070162
08:17:8:9:9,77,0.74,4.6,36.88787937,10.25008089,60.33167272
08:17:8:9:12,77,0.74,4.6,36.68339987,10.30814527,59.7367219
08:17:8:9:15,77,0.74,4.6,36.81940986,10.42027919,59.79107016
08:17:8:9:18,77,0.74,4.6,37.16036387,10.28910015,60.86038369
08:17:8:9:21,77,0.74,4.6,37.16036387,10.29588207,60.84486889
08:17:8:9:24,77,0.74,4.6,37.16036387,10.33025618,60.76710908
08:17:8:9:27,77,0.74,4.6,37.16036387,10.34391292,60.73607947
08:17:8:9:30,77,0.74,4.6,36.95170374,10.36778899,59.96331232
08:17:8:9:33,77,0.74,4.6,36.40422636,10.26206538,58.96674184
08:17:8:9:36,77,0.74,4.6,35.92698365,10.36323675,57.66219791
08:17:8:9:39,77,0.74,4.6,35.92698365,10.38376831,57.61583932
08:17:8:9:42,77,0.74,4.6,36.47241716,10.29764723,59.04041392
08:17:8:9:45,77,0.74,4.6,37.63128918,10.47564938,61.25289886
08:17:8:9:48,77,0.74,4.6,38.5174909,10.36704577,63.49659922
08:17:8:9:51,77,0.74,4.6,39.33550181,10.43532948,65.18771253
08:17:8:9:54,77,0.74,4.6,39.94894032,10.34911549,66.76594869
08:17:8:9:57,77,0.74,4.6,40.15341982,10.34549227,67.23538755
08:17:8:10:0,77,0.74,4.6,40.21715128,10.40141988,66.97934688
08:17:8:10:3,77,0.74,4.6,40.21492161,10.42882627,66.91264253
08:17:8:10:6,77,0.74,4.6,40.48749901,10.35078775,67.70036706
08:17:8:10:9,77,0.74,4.6,40.89636512,10.46682359,68.3581203
08:17:8:10:12,77,0.74,4.6,41.10084462,10.33963939,69.10301656
08:17:8:10:15,77,0.74,4.6,41.50971072,10.40764438,69.86890889
08:17:8:10:18,77,0.74,4.6,41.91848392,10.34512066,70.92763148
08:17:8:10:21,77,0.74,4.6,42.05477262,10.40894502,71.09058334
08:17:8:10:24,77,0.74,4.6,42.19106132,10.36295804,71.50000686
