market_id,house_name,bid_price,bid_quantity,state,Q_min,Q_max,P_min,P_max
8,house_3_5B_tm_3_B_5_Meter_107_1216,35.0507999645,2.60545641195,ON,0,2.60545641195,0,70.101599929
8,house_3_3C_tm_3_C_3_Meter_65_737,47.3969161827,3.40835530591,ON,0,3.40835530591,33.5000828117,61.2937495538
8,house_3_3A_tm_3_A_3_Meter_114_1275,39.8355214384,3.02068623942,OFF,0,3.02068623942,37.0681018192,42.6029410576
8,house_3_6B_tm_3_B_6_Meter_90_1058,29.1781790033,6.06282311938,OFF,0,6.06282311938,16.9088671481,41.4474908585
8,house_3_1A_tm_3_A_1_Meter_114_1273,18.3630204417,4.74573676167,OFF,0,4.74573676167,8.3727531014,28.353287782
8,house_3_10A_tm_3_A_10_Meter_94_1092,33.7705727666,3.03244837671,OFF,0,3.03244837671,25.7962024772,41.744943056
8,house_3_1C_tm_3_C_1_Meter_83_984,18.9263215451,6.06811650449,OFF,0,6.06811650449,0,37.8526430901
8,house_3_8B_tm_3_B_8_Meter_107_1219,32.1055173455,3.90675260849,OFF,0,3.90675260849,26.0960473442,38.1149873468
8,house_3_12B_tm_3_B_12_Meter_90_1064,42.5323458555,2.5989375073,OFF,0,2.10297857861,40.9871474534,44.0775442576
8,house_3_8A_tm_3_A_8_Meter_76_871,41.2049050928,5.64084782928,ON,0,5.64084782928,37.8098151852,44.5999950004
8,house_3_5B_tm_3_B_5_Meter_77_928,35.1990961531,3.90660063549,OFF,0,3.90660063549,31.3316436689,39.0665486373
8,house_3_4A_tm_3_A_4_Meter_63_685,23.3682324254,5.1030338595,OFF,0,5.1030338595,11.4316877507,35.3047771
8,house_3_14B_tm_3_B_14_Meter_77_937,38.1268785948,3.03901595232,ON,0,3.03901595232,31.8303475069,44.4234096828
8,house_3_9A_tm_3_A_9_Meter_63_690,29.8138958827,3.82783891899,OFF,0,3.82783891899,22.2656390968,37.3621526686
8,house_3_4C_tm_3_C_4_Meter_102_1162,42.0370131696,2.60452917025,OFF,0,2.16135020481,40.3147582404,43.7592680988
8,house_3_3A_tm_3_A_3_Meter_109_1229,33.9392877571,3.89292070722,OFF,0,3.89292070722,27.6494138436,40.2291616705
8,house_3_5A_tm_3_A_5_Meter_60_663,46.128290199,5.53297545024,ON,0,5.53297545024,43.2317560145,49.0248243835
8,house_3_26B_tm_3_B_26_Meter_64_722,18.9426527787,1.28428981926,OFF,0,1.28428981926,0,37.8853055574
8,house_3_2B_tm_3_B_2_Meter_65_731,23.2598246113,3.8511229719,OFF,0,3.8511229719,8.55025850335,37.9693907193
8,house_3_1B_tm_3_B_1_Meter_106_1197,29.7662367308,1.73805963743,OFF,0,1.73805963743,17.7673408688,41.7651325928
8,house_3_15B_tm_3_B_15_Meter_87_1037,18.9105254863,2.16746435402,OFF,0,2.16746435402,0.0877520530117,37.7332989197
8,house_3_17A_tm_3_A_17_Meter_76_880,20.8792118362,2.17028898451,OFF,0,2.17028898451,0,41.7584236724
8,house_3_11C_tm_3_C_11_Meter_75_859,23.539712098,4.76515859317,OFF,0,4.76515859317,17.8480410826,29.2313831135
8,house_3_1A_tm_3_A_1_Meter_94_1083,36.30327691,5.19514202687,OFF,0,5.19514202687,32.2206960218,40.3858577981
8,house_3_4B_tm_3_B_4_Meter_96_1109,42.2424231607,1.73229237904,OFF,0,1.73229237904,39.3284751292,45.1563711923
8,house_3_11A_tm_3_A_11_Meter_76_874,32.553553992,4.3409178999,OFF,0,4.3409178999,28.0422912601,37.0648167238
8,house_3_4A_tm_3_A_4_Meter_113_1261,30.3472852321,6.47032518638,OFF,0,6.47032518638,25.5019247033,35.192645761
8,house_3_19B_tm_3_B_19_Meter_64_715,31.565310293,4.70713767218,OFF,0,4.70713767218,25.0860597133,38.0445608726
8,house_3_9A_tm_3_A_9_Meter_109_1235,33.7054342332,4.32641355023,OFF,0,4.32641355023,28.5152117887,38.8956566777
8,house_3_8C_tm_3_C_8_Meter_66_752,30.8394486396,4.68271317832,OFF,0,4.68271317832,21.2068850206,40.4720122585
8,house_3_11B_tm_3_B_11_Meter_87_1033,33.6900324478,4.33396817217,OFF,0,4.33396817217,25.2147658644,42.1652990313
